tokens:
  名詞 	 ログアウト
	 --> なった
  なった
	 --> None
  他に
	 --> なった
  スービック基地での
	 --> レイプ事件
  レイプ事件
	 --> （英語版）も
  （英語版）も
	 --> なった
  問題に
	 --> なった
  なった
	 --> None
  クラーク空軍基地は、
	 --> 決定した
  1991年
	 --> 4月に
  4月に
	 --> 噴火し、
  近くの
	 --> ピナトゥボ山が
  ピナトゥボ山が
	 --> 噴火し、
  噴火し、
	 --> 使用不可能となり、
  火山灰の
	 --> 降灰により
  降灰により
	 --> 使用不可能となり、
  基地の
	 --> 大部分が
  大部分が
	 --> 使用不可能となり、
  使用不可能となり、
	 --> 決定した
  アメリカは
	 --> 決定した
  同基地の
	 --> 放棄を
  放棄を
	 --> 決定した
  決定した
	 --> None
  また、
	 --> 返還された
  スービック海軍基地は
	 --> 国外基地だった
  アメリカ海軍の
	 --> アジア最大の
  アジア最大の
	 --> 国外基地だった
  国外基地だった
	 --> ため
  ため
	 --> 希望したが、
  維持を
	 --> 希望したが、
  希望したが、
	 --> 拒否された
  フィリピン共和国政府により
	 --> 拒否された
  拒否された
	 --> ため、
  ため、
	 --> 返還された
  両基地とも
	 --> 返還された
  1991年
	 --> 11月
  11月
	 --> 26日に
  26日に
	 --> 返還された
  フィリピンへ
	 --> 返還された
  返還された
	 --> None
  2013年
	 --> 1月
  1月
	 --> 7日、
  7日、
	 --> 漂流されているのが
  米軍無人航空機が
	 --> 漂流されているのが
  漂流されているのが
	 --> 発見され、
  発見され、
	 --> 登録されている
  続いて
	 --> 登録されている
  フィリピン南西部の
	 --> パラワン島近くの
  パラワン島近くの
	 --> 世界遺産に
  世界遺産に
	 --> 登録されている
  登録されている
	 --> トゥバタハ岩礁の
  トゥバタハ岩礁の
	 --> サンゴ礁で、
  サンゴ礁で、
	 --> 与えた
  米海軍の
	 --> 掃海艦ガーディアンが
  掃海艦ガーディアンが
	 --> 座礁し、
  座礁し、
	 --> 与えた
  修復不可能な
	 --> 損傷を
  損傷を
	 --> 与えた
  与えた
	 --> None
  無人機の
	 --> 事故では、
  事故では、
	 --> 留まっていたが、
  主権侵害との
	 --> 批判は
  批判は
	 --> 留まっていたが、
  一部に
	 --> 留まっていたが、
  留まっていたが、
	 --> [33]
  ガーディアンの
	 --> 座礁事故では、
  座礁事故では、
	 --> [33]
  環境保護団体や
	 --> 地元政治家、
  地元政治家、
	 --> 市民にまで
  市民にまで
	 --> 広がっている
  非難の
	 --> 声が
  声が
	 --> 広がっている
  広がっている
	 --> [33]
  [33]
	 --> None
  英語教育が
	 --> 進んでいる
  進んでいる
	 --> ため、
  ため、
	 --> 役立っている
  フィリピンは
	 --> 役立っている
  英語圏での
	 --> 出稼ぎに
  出稼ぎに
	 --> 役立っている
  大いに
	 --> 役立っている
  役立っている
	 --> None
  第二次世界大戦において、
	 --> 渡ろうとした
  米軍に
	 --> 協力した
  協力した
	 --> フィリピン軍人に対し
  フィリピン軍人に対し
	 --> 許可され、
  アメリカ合衆国での
	 --> 労働が
  労働が
	 --> 許可され、
  許可され、
	 --> 渡ろうとした
  多くの
	 --> フィリピン人が
  フィリピン人が
	 --> 渡ろうとした
  アメリカ合衆国へ
	 --> 渡ろうとした
  渡ろうとした
	 --> ものの、
  ものの、
	 --> 過ぎなかった
  1924年の
	 --> アメリカの
  アメリカの
	 --> 移民法によって、
  移民法によって、
	 --> 過ぎなかった
  フィリピンからは
	 --> 過ぎなかった
  年
	 --> 100人が
  100人が
	 --> 渡れるに
  アメリカに
	 --> 渡れるに
  渡れるに
	 --> 過ぎなかった
  過ぎなかった
	 --> None
  1965年の
	 --> アメリカの
  アメリカの
	 --> 移民法
  移民法
	 --> （英語版）によって、
  （英語版）によって、
	 --> 撤廃された
  国別人数制限が
	 --> 改正されて
  改正されて
	 --> 撤廃された
  撤廃された
	 --> ことにより、
  ことにより、
	 --> 入国できるようになった
  多くの
	 --> フィリピン人が
  フィリピン人が
	 --> 入国できるようになった
  アメリカに
	 --> 入国できるようになった
  入国できるようになった
	 --> None
  この
	 --> 時期の
  時期の
	 --> 出稼ぎは、
  出稼ぎは、
	 --> 多く、また
  主として
	 --> 就く
  医師、
	 --> 看護師、
  看護師、
	 --> 技術者、
  技術者、
	 --> 歯科技工士など、
  歯科技工士など、
	 --> 専門職に
  高度な
	 --> 専門職に
  専門職に
	 --> 就く
  就く
	 --> 者が
  者が
	 --> 多く、また
  多く、また
	 --> 出始めている
  1960年代には、
	 --> 出始めている
  ホテルの
	 --> 家政婦などの
  ボーイや
	 --> メイド、
  メイド、
	 --> 看護師、
  看護師、
	 --> 家政婦などの
  家政婦などの
	 --> 職を
  職を
	 --> 得て、
  得て、
	 --> 渡航する
  ヨーロッパに
	 --> 渡航する
  渡航する
	 --> 者も
  者も
	 --> 出始めている
  出始めている
	 --> None
  近年、
	 --> 言われており、
  旬な
	 --> 職業は
  職業は
	 --> 言われており、
  「看護師」と
	 --> 「IT技術者」と
  「IT技術者」と
	 --> 言われており、
  言われており、
	 --> [34]
  特に
	 --> [34]
  看護師不足の
	 --> アメリカでは、
  アメリカでは、
	 --> [34]
  看護師資格で
	 --> 確保される
  永住権が
	 --> 確保される
  確保される
	 --> ため、
  ため、
	 --> [34]
  家族も
	 --> 呼び寄せて、
  呼び寄せて、
	 --> なる
  そのまま
	 --> なる
  移民と
	 --> なる
  なる
	 --> ケースも
  ケースも
	 --> ある
  ある
	 --> 程である
  程である
	 --> [34]
  [34]
	 --> None
  しかし
	 --> 妨げている
  フィリピン人の
	 --> 知識人が、
  富裕層や
	 --> エリート層や
  エリート層や
	 --> 知識人が、
  知識人が、
	 --> 移住してしまう
  アメリカ合衆国などの
	 --> 英語圏に
  英語圏に
	 --> 移住してしまう
  移住してしまう
	 --> ケースが
  ケースが
	 --> 多く、
  多く、
	 --> 頭脳流出してしまう
  優秀な
	 --> 人材が
  人材が
	 --> 頭脳流出してしまう
  海外へ
	 --> 頭脳流出してしまう
  頭脳流出してしまう
	 --> ケースが
  ケースが
	 --> 多い
  とても
	 --> 多い
  多い
	 --> ため、
  ため、
	 --> 妨げている
  これが
	 --> 妨げている
  フィリピン経済の
	 --> 発展を
  発展を
	 --> 妨げている
  妨げている
	 --> None
  現在では
	 --> [35]
  フィリピン系アメリカ人は
	 --> 増加し、
  アメリカで
	 --> 多い
  2番目に
	 --> 多い
  多い
	 --> アジア系で、
  アジア系で、
	 --> 増加し、
  移住や
	 --> 出生率で
  高い
	 --> 出生率で
  出生率で
	 --> 増加し、
  年々
	 --> 増加し、
  増加し、
	 --> [35]
  現在
	 --> 400万人に
  400万人に
	 --> 達する
  達する
	 --> [35]
  [35]
	 --> None
  2000年代に
	 --> なり、
  なり、
	 --> 撤退した
  米軍が
	 --> 撤退した
  フィリピン国内の
	 --> 基地から
  基地から
	 --> 撤退した
  撤退した
	 --> ことを
  ことを
	 --> 機に、
  機に、
	 --> 悪化する
  中華人民共和国による
	 --> 島嶼部への
  南シナ海の
	 --> 島嶼部への
  島嶼部への
	 --> 領有権主張・南シナ海全域の
  領有権主張・南シナ海全域の
	 --> 領海主張、
  領海主張、
	 --> 台頭による、
  中国人民解放軍の
	 --> 台頭による、
  台頭による、
	 --> パワーバランスが
  東南アジアの
	 --> パワーバランスが
  パワーバランスが
	 --> 悪化する
  悪化する
	 --> ことに
  ことに
	 --> 対応する
  対応する
	 --> ため、
  ため、
	 --> [36]
  フィリピン政府内でも
	 --> 望む
  米軍の
	 --> 再駐留を
  再駐留を
	 --> 望む
  望む
	 --> 声も
  声も
	 --> 出てきている
  出てきている
	 --> [36]
  [36]
	 --> None
  米比両国は
	 --> 結んだ
  2016年
	 --> 3月、
  3月、
	 --> 結んだ
  米軍が
	 --> 利用する
  フィリピン国内の
	 --> 5基地を
  5基地を
	 --> 利用する
  利用する
	 --> 協定を
  協定を
	 --> 結んだ
  結んだ
	 --> None
  パラワン島の
	 --> アントニオ・バウティスタ空軍基地、
  アントニオ・バウティスタ空軍基地、
	 --> フォート・マグサイサイ基地などが
  ルソン島の
	 --> フォート・マグサイサイ基地などが
  バサ基地や
	 --> フォート・マグサイサイ基地などが
  フォート・マグサイサイ基地などが
	 --> 対象である
  対象である
	 --> None
  2022年、
	 --> 始めた
  米軍が
	 --> 使用していた
  かつて
	 --> 使用していた
  使用していた
	 --> スービック海軍基地を
  スービック海軍基地を
	 --> 始めた
  フィリピン海軍が
	 --> 始めた
  利用を
	 --> 始めた
  始めた
	 --> [37]
  [37]
	 --> None
  周辺諸国関係[編集]
	 --> None
  2000年代に
	 --> 入り、
  入り、
	 --> 至った
  中華人民共和国が
	 --> 活発するようになり、
  スカボロー礁や
	 --> スプラトリー諸島の
  スプラトリー諸島の
	 --> 領有権の
  領有権の
	 --> 主張を
  主張を
	 --> 活発するようになり、
  活発するようになり、
	 --> 巡り、
  実効支配を
	 --> 巡り、
  巡り、
	 --> 出動する
  2012年
	 --> 4月に
  4月に
	 --> 出動する
  両国の
	 --> 公船が
  公船が
	 --> 出動する
  出動する
	 --> 事態に
  事態に
	 --> 至った
  至った
	 --> None
  この
	 --> 事件は
  事件は
	 --> 残しており、
  その後、
	 --> 残しており、
  暫く
	 --> 残しており、
  貿易や
	 --> 観光などで
  観光などで
	 --> 残しており、
  しこりを
	 --> 残しており、
  残しており、
	 --> 多発している
  以降
	 --> 該当海域などでは
  該当海域などでは
	 --> 多発している
  お互いに
	 --> 睨み合う
  睨み合う
	 --> 状況が
  状況が
	 --> 多発している
  多発している
	 --> None
  2013年
	 --> 1月には
  1月には
	 --> 請求
  フィリピンが
	 --> 請求
  「平和的解決に
	 --> 向けた
  向けた
	 --> 政治・外交手段を
  ほぼ
	 --> 全ての
  全ての
	 --> 政治・外交手段を
  政治・外交手段を
	 --> 尽くしてしまった」として、
  尽くしてしまった」として、
	 --> 請求
  国連海洋法条約に
	 --> 基づく
  基づく
	 --> 国際仲裁裁判を
  国際仲裁裁判を
	 --> 請求
  請求
	 --> None
  同年
	 --> 4月に
  4月に
	 --> 選定したと
  国際海洋法裁判所は
	 --> 選定したと
  仲裁裁判に
	 --> 必要な
  必要な
	 --> 5人を
  仲裁人
	 --> 5人を
  5人を
	 --> 選定したと
  選定したと
	 --> 発表したが、
  発表したが、
	 --> 示した
  中華人民共和国は
	 --> 示した
  仲裁自体に
	 --> 応じない
  応じない
	 --> 姿勢を
  姿勢を
	 --> 示した
  示した
	 --> None
  この
	 --> 係争に関して、
  係争に関して、
	 --> 行ったりしている
  フィリピンは
	 --> 行ったりしている
  自国だけでは
	 --> 辿り着けないとして、
  解決に
	 --> 辿り着けないとして、
  辿り着けないとして、
	 --> 行ったりしている
  同じ
	 --> 領有権で
  領有権で
	 --> 争っている
  中国と
	 --> 争っている
  争っている
	 --> 日本などと
  ベトナムや
	 --> 日本などと
  日本などと
	 --> 協力し、
  協力し、
	 --> 行ったりしている
  日本からは
	 --> 行ったりしている
  海上保安庁が
	 --> 提供したり、
  巡視船を
	 --> 提供したり、
  提供したり、
	 --> 行ったりしている
  フィリピン海岸警備隊との
	 --> 合同訓練を
  合同訓練を
	 --> 行ったりしている
  行ったりしている
	 --> None
  更に、
	 --> 行ったりしているが、
  以前基地ごと軍隊を
	 --> していた
  駐留を
	 --> していた
  していた
	 --> アメリカ合衆国にも
  アメリカ合衆国にも
	 --> かけてもらう
  圧力を
	 --> かけてもらう
  かけてもらう
	 --> ために、
  ために、
	 --> 行ったりしているが、
  近年は
	 --> 行ったりしているが、
  アメリカ合衆国軍と
	 --> フィリピン軍の
  フィリピン軍の
	 --> 合同演習を
  合同演習を
	 --> 行ったりしているが、
  行ったりしているが、
	 --> 38][39]
  アメリカ政府としては、
	 --> 38][39]
  この
	 --> 件に関し
  件に関し
	 --> 維持する
  中立的な
	 --> 立場を
  立場を
	 --> 維持する
  維持する
	 --> ことを
  ことを
	 --> 表明している
  表明している
	 --> [
  [
	 --> 38][39]
  38][39]
	 --> None
  2013年
	 --> 5月9日、
  5月9日、
	 --> 乱射し、
  フィリピン公船が
	 --> 係争する
  台湾との
	 --> 排他的経済水域で
  排他的経済水域で
	 --> 係争する
  係争する
	 --> 海域にて、
  海域にて、
	 --> 乱射し、
  警告の
	 --> ない
  ない
	 --> 上、
  上、
	 --> 乱射し、
  作業中の
	 --> 台湾籍漁船団に
  台湾籍漁船団に
	 --> 乱射し、
  乱射し、
	 --> 死亡した
  銃弾は
	 --> 当たり
  1人の
	 --> 台湾人漁師に
  台湾人漁師に
	 --> 当たり
  当たり
	 --> 死亡した
  この
	 --> 漁師は
